,city,voivodeship,Name,Population,Latitude,Longitude
590,poreba,Śląskie,Poręba,8747.0,50.4875787,19.337879
591,pszczyna,Śląskie,Pszczyna,25990.0,49.977832799999995,18.9425124
592,pszow,Śląskie,Pszów,14252.0,50.0395806,18.394941199999998
593,pyskowice,Śląskie,Pyskowice,18642.0,50.3980823,18.6277201
594,raciborz,Śląskie,Racibórz,55930.0,50.0917343,18.2196766
595,radlin,Śląskie,Radlin,17984.0,50.0486957,18.4791456
596,radlin,Świętokrzyskie,Radlin,17984.0,50.0486957,18.4791456
597,radlin,Świętokrzyskie,Radlin,17984.0,50.0486957,18.4791456
598,radzionkow,Śląskie,Radzionków,17025.0,50.4002717,18.9026247
599,ruda-slaska,Śląskie,Ruda Śląska,137030.0,50.285800099999996,18.8747933
600,rybnik,Śląskie,Rybnik,140173.0,50.0955793,18.5419933
601,rydultowy,Śląskie,Rydułtowy,21847.0,50.058436,18.4171831
602,siemianowice-slaskie,Śląskie,Siemianowice Śląskie,68844.0,50.3052029,19.0275635
603,siewierz,Śląskie,Siewierz,5481.0,50.4710097,19.2318901
604,skoczow,Śląskie,Skoczów,14741.0,49.7999039,18.7877583
605,sosnowiec,Śląskie,Sosnowiec,211275.0,50.2780834,19.134294399999998
606,szczekociny,Śląskie,Szczekociny,3745.0,50.6259216,19.8194681
607,szczyrk,Śląskie,Szczyrk,5750.0,49.7165976,19.0254613
608,slawkow,Śląskie,Sławków,7092.0,50.2984547,19.389847500000002
609,tarnowskie-gory,Śląskie,Tarnowskie Góry,60957.0,50.4445194,18.8554757
610,tychy,Śląskie,Tychy,128812.0,50.114397,18.9965933
611,ustron,Śląskie,Ustroń,16003.0,49.7181505,18.802833800000002
612,wisla,Śląskie,Wisła,11333.0,49.65236470000001,18.870925600000003
613,wodzislaw-slaski,Śląskie,Wodzisław Śląski,48731.0,50.0024107,18.4630383
614,wojkowice,Śląskie,Wojkowice,9311.0,50.3652915,19.0366218
615,wozniki,Śląskie,Woźniki,4395.0,50.58757,19.05677
616,zabrze,Śląskie,Zabrze,178357.0,50.3086154,18.7863749
617,zawiercie,Śląskie,Zawiercie,51258.0,50.4844179,19.4333887
618,laziska-gorne,Śląskie,Łaziska Górne,22418.0,50.150089200000004,18.839066100000004
619,lazy,Śląskie,Łazy,6965.0,50.4276105,19.3948494
620,swietochlowice,Śląskie,Świętochłowice,51824.0,50.2854551,18.9308513
621,zarki,Śląskie,Żarki,4486.0,50.6259563,19.3645599
622,zory,Śląskie,Żory,62022.0,50.0454961,18.6943479
623,zywiec,Śląskie,Żywiec,32083.0,49.6890338,19.20305
624,bodzentyn,Świętokrzyskie,Bodzentyn,2274.0,50.9409927,20.9573478
625,bodzentyn,Świętokrzyskie,Bodzentyn,2274.0,50.9409927,20.9573478
626,busko-zdroj,Świętokrzyskie,Busko-Zdrój,16694.0,50.46759,20.71919
627,busko-zdroj,Świętokrzyskie,Busko-Zdrój,16694.0,50.46759,20.71919
628,chmielnik,Świętokrzyskie,Chmielnik,3834.0,50.614595200000004,20.751040600000003
629,chmielnik,Świętokrzyskie,Chmielnik,3834.0,50.614595200000004,20.751040600000003
630,checiny,Świętokrzyskie,Chęciny,4438.0,50.8000835,20.4622228
631,checiny,Świętokrzyskie,Chęciny,4438.0,50.8000835,20.4622228
632,daleszyce,Świętokrzyskie,Daleszyce,2932.0,50.801990999999994,20.8066334
633,daleszyce,Świętokrzyskie,Daleszyce,2932.0,50.801990999999994,20.8066334
634,dzialoszyce,Świętokrzyskie,Działoszyce,981.0,50.3654682,20.352147100000003
635,dzialoszyce,Świętokrzyskie,Działoszyce,981.0,50.3654682,20.352147100000003
636,jedrzejow,Świętokrzyskie,Jędrzejów,15471.0,50.6394435,20.3046116
637,jedrzejow,Świętokrzyskie,Jędrzejów,15471.0,50.6394435,20.3046116
638,kazimierza-wielka,Świętokrzyskie,Kazimierza Wielka,5748.0,50.267489000000005,20.485330800000003
639,kazimierza-wielka,Świętokrzyskie,Kazimierza Wielka,5748.0,50.267489000000005,20.485330800000003
640,kielce,Świętokrzyskie,Kielce,187374.0,50.8719903,20.631048800000002
641,kielce,Świętokrzyskie,Kielce,187374.0,50.8719903,20.631048800000002
642,klimontow,Świętokrzyskie,Klimontów,2000.0,50.6563871,21.450618600000002
643,klimontow,Świętokrzyskie,Klimontów,2000.0,50.6563871,21.450618600000002
644,koprzywnica,Świętokrzyskie,Koprzywnica,2575.0,50.5932218,21.5847266
645,koprzywnica,Świętokrzyskie,Koprzywnica,2575.0,50.5932218,21.5847266
646,konskie,Świętokrzyskie,Końskie,20281.0,51.1910223,20.4071836
647,konskie,Świętokrzyskie,Końskie,20281.0,51.1910223,20.4071836
648,kunow,Świętokrzyskie,Kunów,3098.0,50.9541063,21.278823000000003
649,kunow,Świętokrzyskie,Kunów,3098.0,50.9541063,21.278823000000003
650,malogoszcz,Świętokrzyskie,Małogoszcz,3929.0,50.8123487,20.2648324
651,malogoszcz,Świętokrzyskie,Małogoszcz,3929.0,50.8123487,20.2648324
652,morawica,Świętokrzyskie,Morawica,1576.0,50.747814899999995,20.618051899999998
653,morawica,Świętokrzyskie,Morawica,1576.0,50.747814899999995,20.618051899999998
654,nowa-slupia,Świętokrzyskie,Nowa Słupia,1600.0,50.864037700000004,21.0907296
655,nowa-slupia,Świętokrzyskie,Nowa Słupia,1600.0,50.864037700000004,21.0907296
656,nowy-korczyn,Świętokrzyskie,Nowy Korczyn,1032.0,50.2994316,20.809056899999998
657,nowy-korczyn,Świętokrzyskie,Nowy Korczyn,1032.0,50.2994316,20.809056899999998
658,opatow,Świętokrzyskie,Opatów,6767.0,50.8017661,21.4238281
659,opatow,Świętokrzyskie,Opatów,6767.0,50.8017661,21.4238281
660,ostrowiec-swietokrzyski,Świętokrzyskie,Ostrowiec Świętokrzyski,72277.0,50.9398768,21.38743
661,ostrowiec-swietokrzyski,Świętokrzyskie,Ostrowiec Świętokrzyski,72277.0,50.9398768,21.38743
662,ozarow,Świętokrzyskie,Ożarów,4730.0,50.8864089,21.6656244
663,ozarow,Świętokrzyskie,Ożarów,4730.0,50.8864089,21.6656244
664,pacanow,Świętokrzyskie,Pacanów,1137.0,50.3999656,21.040985199999998
665,pacanow,Świętokrzyskie,Pacanów,1137.0,50.3999656,21.040985199999998
666,pierzchnica,Świętokrzyskie,Pierzchnica,870.0,50.6974266,20.7544258
667,pierzchnica,Świętokrzyskie,Pierzchnica,870.0,50.6974266,20.7544258
668,pinczow,Świętokrzyskie,Pińczów,11306.0,50.5201929,20.5256241
669,pinczow,Świętokrzyskie,Pińczów,11306.0,50.5201929,20.5256241
670,polaniec,Świętokrzyskie,Połaniec,8347.0,50.4329071,21.2810473
671,polaniec,Świętokrzyskie,Połaniec,8347.0,50.4329071,21.2810473
672,radoszyce,Świętokrzyskie,Radoszyce,3400.0,51.0736699,20.2597677
673,radoszyce,Świętokrzyskie,Radoszyce,3400.0,51.0736699,20.2597677
674,sandomierz,Świętokrzyskie,Sandomierz,24552.0,50.6793066,21.749505499999998
675,sandomierz,Świętokrzyskie,Sandomierz,24552.0,50.6793066,21.749505499999998
676,skalbmierz,Świętokrzyskie,Skalbmierz,1315.0,50.3170888,20.3996843
677,skalbmierz,Świętokrzyskie,Skalbmierz,1315.0,50.3170888,20.3996843
678,skarzysko-kamienna,Świętokrzyskie,Skarżysko-Kamienna,47538.0,51.1138821,20.857882999999998
679,skarzysko-kamienna,Świętokrzyskie,Skarżysko-Kamienna,47538.0,51.1138821,20.857882999999998
680,starachowice,Świętokrzyskie,Starachowice,51158.0,51.0518865,21.076137699999997
681,starachowice,Świętokrzyskie,Starachowice,51158.0,51.0518865,21.076137699999997
682,staszow,Świętokrzyskie,Staszów,15384.0,50.5612276,21.167784899999997
683,staszow,Świętokrzyskie,Staszów,15384.0,50.5612276,21.167784899999997
684,stopnica,Świętokrzyskie,Stopnica,1500.0,50.438258700000006,20.9385676
685,stopnica,Świętokrzyskie,Stopnica,1500.0,50.438258700000006,20.9385676
686,staporkow,Świętokrzyskie,Stąporków,5996.0,51.138014500000004,20.5573073
687,staporkow,Świętokrzyskie,Stąporków,5996.0,51.138014500000004,20.5573073
688,suchedniow,Świętokrzyskie,Suchedniów,8714.0,51.0472338,20.8386652
689,suchedniow,Świętokrzyskie,Suchedniów,8714.0,51.0472338,20.8386652
690,sedziszow,Świętokrzyskie,Sędziszów,6707.0,50.564780999999996,20.0538047
691,sedziszow,Świętokrzyskie,Sędziszów,6707.0,50.564780999999996,20.0538047
692,wislica,Świętokrzyskie,Wiślica,680.0,50.3484831,20.674538100000003
693,wislica,Świętokrzyskie,Wiślica,680.0,50.3484831,20.674538100000003
694,wodzislaw,Świętokrzyskie,Wodzisław,1153.0,50.5211403,20.1909163
695,wodzislaw,Świętokrzyskie,Wodzisław,1153.0,50.5211403,20.1909163
696,wachock,Świętokrzyskie,Wąchock,2865.0,51.073812,21.011689699999998
697,wachock,Świętokrzyskie,Wąchock,2865.0,51.073812,21.011689699999998
698,wloszczowa,Świętokrzyskie,Włoszczowa,10210.0,50.8520727,19.9667772
699,wloszczowa,Świętokrzyskie,Włoszczowa,10210.0,50.8520727,19.9667772
700,zawichost,Świętokrzyskie,Zawichost,1845.0,50.8074312,21.8523835
701,zawichost,Świętokrzyskie,Zawichost,1845.0,50.8074312,21.8523835
702,cmielow,Świętokrzyskie,Ćmielów,3157.0,50.8918364,21.5100875
703,cmielow,Świętokrzyskie,Ćmielów,3157.0,50.8918364,21.5100875
704,barczewo,Warmińsko-mazurskie,Barczewo,7265.0,53.829711200000006,20.6911497
705,bartoszyce,Warmińsko-mazurskie,Bartoszyce,24552.0,54.25236949999999,20.8143766
706,biala-piska,Warmińsko-mazurskie,Biała Piska,4125.0,53.6113625,22.0581433
707,biskupiec,Warmińsko-mazurskie,Biskupiec,10626.0,53.8688,20.95518
708,bisztynek,Warmińsko-mazurskie,Bisztynek,2492.0,54.0866828,20.908828
709,braniewo,Warmińsko-mazurskie,Braniewo,17385.0,54.38248570000001,19.827558800000002
710,dobre-miasto,Warmińsko-mazurskie,Dobre Miasto,10599.0,53.986889899999994,20.3973402
711,dzialdowo,Warmińsko-mazurskie,Działdowo,21552.0,53.2346517,20.1817841
712,elblag,Warmińsko-mazurskie,Elbląg,126460.0,54.155870799999995,19.4044583
713,elk,Warmińsko-mazurskie,Ełk,60621.0,53.8248304,22.3615813
714,gizycko,Warmińsko-mazurskie,Giżycko,29947.0,54.040092,21.7713092
715,goldap,Warmińsko-mazurskie,Gołdap,13808.0,54.3080218,22.3018802
716,gorowo-ilaweckie,Warmińsko-mazurskie,Górowo Iławeckie,4264.0,54.284248100000006,20.4916449
717,ilawa,Warmińsko-mazurskie,Iława,33338.0,53.5976095,19.561217499999998
718,jeziorany,Warmińsko-mazurskie,Jeziorany,3346.0,53.97686039999999,20.7459137
719,kisielice,Warmińsko-mazurskie,Kisielice,2155.0,53.6076054,19.259392300000002
720,korsze,Warmińsko-mazurskie,Korsze,4586.0,54.170761399999996,21.1442323
721,ketrzyn,Warmińsko-mazurskie,Kętrzyn,28051.0,54.0764176,21.375262699999997
722,lidzbark,Warmińsko-mazurskie,Lidzbark,9351.0,53.26280429999999,19.8231836
723,lidzbark-warminski,Warmińsko-mazurskie,Lidzbark Warmiński,16352.0,54.12594059999999,20.5805641
724,lubawa,Warmińsko-mazurskie,Lubawa,10093.0,53.50514820000001,19.7494057
725,mikolajki,Warmińsko-mazurskie,Mikołajki,3883.0,53.7981816,21.5772462
726,milakowo,Warmińsko-mazurskie,Miłakowo,2653.0,54.0101675,20.0711213
727,milomlyn,Warmińsko-mazurskie,Miłomłyn,2431.0,53.7634,19.841350100000003
728,morag,Warmińsko-mazurskie,Morąg,15458.0,53.911998200000006,19.9279895
729,mragowo,Warmińsko-mazurskie,Mrągowo,22190.0,53.86607070000001,21.3045796
730,mlynary,Warmińsko-mazurskie,Młynary,1831.0,54.1876231,19.7229376
731,nidzica,Warmińsko-mazurskie,Nidzica,14300.0,53.3613838,20.427571899999997
732,nowe-miasto-lubawskie,Warmińsko-mazurskie,Nowe Miasto Lubawskie,11241.0,53.425593299999996,19.5936277
733,olecko,Warmińsko-mazurskie,Olecko,16533.0,54.0398024,22.4934246
734,olsztyn,Warmińsko-mazurskie,Olsztyn,174675.0,53.7766839,20.476507
735,olsztynek,Warmińsko-mazurskie,Olsztynek,7721.0,53.5834201,20.2816198
736,orneta,Warmińsko-mazurskie,Orneta,9837.0,54.115553299999995,20.1303378
737,orzysz,Warmińsko-mazurskie,Orzysz,5797.0,53.809833,21.9473601
738,ostroda,Warmińsko-mazurskie,Ostróda,33963.0,53.702853299999994,19.962302800000003
739,pasym,Warmińsko-mazurskie,Pasym,2536.0,53.6521615,20.791742199999998
740,paslek,Warmińsko-mazurskie,Pasłęk,12453.0,54.0626346,19.656536499999998
741,pieniezno,Warmińsko-mazurskie,Pieniężno,2949.0,54.2385662,20.1258163
742,pisz,Warmińsko-mazurskie,Pisz,19530.0,53.6294943,21.809819100000002
743,reszel,Warmińsko-mazurskie,Reszel,4817.0,54.0482576,21.1421611
744,ruciane-nida,Warmińsko-mazurskie,Ruciane-Nida,4604.0,53.65042,21.559820000000002
745,ryn,Warmińsko-mazurskie,Ryn,2925.0,53.9386839,21.544064300000002
746,susz,Warmińsko-mazurskie,Susz,5717.0,53.7166619,19.3385289
747,szczytno,Warmińsko-mazurskie,Szczytno,24489.0,53.565489,20.991589
748,sepopol,Warmińsko-mazurskie,Sępopol,2051.0,54.264716,21.0146462
749,tolkmicko,Warmińsko-mazurskie,Tolkmicko,2807.0,54.320231400000004,19.5269874
750,wielbark,Warmińsko-mazurskie,Wielbark,2943.0,53.398424399999996,20.946272399999998
751,wegorzewo,Warmińsko-mazurskie,Węgorzewo,11699.0,54.213816200000004,21.7416569
752,zalewo_41221,Warmińsko-mazurskie,Zalewo,2163.0,53.84587679999999,19.606118
753,bojanowo,Wielkopolskie,Bojanowo,2970.0,51.7075453,16.748130800000002
754,buk,Wielkopolskie,Buk,6225.0,52.357408,16.5166799
755,chodziez,Wielkopolskie,Chodzież,19399.0,52.9886824,16.915950600000002
756,czarnkow,Wielkopolskie,Czarnków,11256.0,52.905033499999995,16.563957199999997
757,czempin,Wielkopolskie,Czempiń,5280.0,52.1431479,16.761330800000003
758,gniezno,Wielkopolskie,Gniezno,69883.0,52.535973600000005,17.595889
759,golina,Wielkopolskie,Golina,4478.0,52.24276,18.09534
760,gostyn,Wielkopolskie,Gostyń,20183.0,51.877863299999994,17.0167637
761,grodzisk-wielkopolski,Wielkopolskie,Grodzisk Wielkopolski,14339.0,52.2263198,16.3628106
762,jarocin,Wielkopolskie,Jarocin,26394.0,51.973899200000005,17.5011225
763,kalisz,Wielkopolskie,Kalisz,103997.0,51.762475200000004,18.0895358
764,konin,Wielkopolskie,Konin,77224.0,52.230193299999996,18.252111199999998
765,kostrzyn,Wielkopolskie,Kostrzyn,9492.0,52.3983662,17.227539399999998
766,kolo,Wielkopolskie,Koło,23026.0,52.201986600000005,18.6359912
767,koscian,Wielkopolskie,Kościan,24011.0,52.086325,16.6449995
768,kozmin-wielkopolski,Wielkopolskie,Koźmin Wielkopolski,6698.0,51.8256567,17.4528473
769,krotoszyn,Wielkopolskie,Krotoszyn,29397.0,51.695926,17.4374158
770,kornik,Wielkopolskie,Kórnik,7530.0,52.2492751,17.090124199999998
771,kepno,Wielkopolskie,Kępno,14190.0,51.2790265,17.9866632
772,leszno,Wielkopolskie,Leszno,64589.0,51.843649799999994,16.574414100000002
773,lubon,Wielkopolskie,Luboń,30676.0,52.3458174,16.8784788
774,miedzychod,Wielkopolskie,Międzychód,10805.0,52.6046468,15.8935386
775,mosina,Wielkopolskie,Mosina,12252.0,52.245583399999994,16.847259100000002
776,murowana-goslina,Wielkopolskie,Murowana Goślina,10386.0,52.5758465,17.009791399999997
777,nowy-tomysl,Wielkopolskie,Nowy Tomyśl,14899.0,52.3177643,16.1291553
778,oborniki,Wielkopolskie,Oborniki,18421.0,52.645525199999994,16.8099756
779,opalenica,Wielkopolskie,Opalenica,9591.0,52.3088119,16.4124256
780,ostrzeszow,Wielkopolskie,Ostrzeszów,14515.0,51.4257664,17.9331788
781,ostrow-wielkopolski,Wielkopolskie,Ostrów Wielkopolski,72050.0,51.6495023,17.8167085
782,pila,Wielkopolskie,Piła,74609.0,53.1511324,16.7380343
783,pleszew,Wielkopolskie,Pleszew,17717.0,51.8960985,17.7865673
784,pniewy,Wielkopolskie,Pniewy,7953.0,52.508962399999994,16.2566411
785,pobiedziska,Wielkopolskie,Pobiedziska,9043.0,52.4773387,17.2870352
786,poniec,Wielkopolskie,Poniec,2910.0,51.7650386,16.805989899999997
787,poznan,Wielkopolskie,Poznań,548028.0,52.408266299999994,16.9335199
788,puszczykowo,Wielkopolskie,Puszczykowo,9819.0,52.2884282,16.8596018
789,pyzdry,Wielkopolskie,Pyzdry,3234.0,52.16943320000001,17.687134
790,rakoniewice,Wielkopolskie,Rakoniewice,3523.0,52.1393485,16.2738532
791,raszkow,Wielkopolskie,Raszków,2076.0,51.7182066,17.7277057
792,rawicz,Wielkopolskie,Rawicz,20846.0,51.6101629,16.8583657
793,sierakow,Wielkopolskie,Sieraków,6117.0,52.6517159,16.0808316
794,skoki,Wielkopolskie,Skoki,4145.0,52.672592599999994,17.153134299999998
795,steszew,Wielkopolskie,Stęszew,5834.0,52.2793539,16.6999331
796,swarzedz,Wielkopolskie,Swarzędz,31084.0,52.4103728,17.0771038
797,szamocin,Wielkopolskie,Szamocin,4343.0,53.02948570000001,17.1232969
798,szamotuly,Wielkopolskie,Szamotuły,18799.0,52.6120328,16.5831241
799,slupca,Wielkopolskie,Słupca,14019.0,52.2872924,17.8713612
800,trzcianka,Wielkopolskie,Trzcianka,17301.0,53.041758200000004,16.4610993
801,trzemeszno,Wielkopolskie,Trzemeszno,7843.0,52.5600669,17.8208936
802,turek,Wielkopolskie,Turek,28100.0,52.01595,18.501910000000002
803,witkowo,Wielkopolskie,Witkowo,8014.0,52.4395881,17.772513800000002
804,wolsztyn,Wielkopolskie,Wolsztyn,13586.0,52.11725,16.1126622
805,wronki,Wielkopolskie,Wronki,11566.0,52.7101225,16.3742272
806,wrzesnia,Wielkopolskie,Września,29552.0,52.3250694,17.5652282
807,wagrowiec,Wielkopolskie,Wągrowiec,25178.0,52.8071754,17.1973241
808,zbaszyn,Wielkopolskie,Zbąszyń,7202.0,52.2501028,15.9209286
809,zlotow,Wielkopolskie,Złotów,18593.0,53.3631938,17.034694000000002
810,smigiel,Wielkopolskie,Śmigiel,5603.0,52.012744,16.5271118
811,srem,Wielkopolskie,Śrem,30477.0,52.0893322,17.0156809
812,sroda-wielkopolska,Wielkopolskie,Środa Wielkopolska,22572.0,52.2284266,17.277827
813,barlinek,Zachodniopomorskie,Barlinek,14263.0,52.9920762,15.2166391
814,barwice,Zachodniopomorskie,Barwice,3851.0,53.7445649,16.3549399
815,bialogard,Zachodniopomorskie,Białogard,24722.0,54.00643670000001,15.987097400000001
816,bialy-bor,Zachodniopomorskie,Biały Bór,2229.0,53.8987414,16.8377275
817,bobolice,Zachodniopomorskie,Bobolice,4218.0,53.954693000000006,16.5884779
818,borne-sulinowo,Zachodniopomorskie,Borne Sulinowo,4905.0,53.5812939,16.538117
819,chociwel,Zachodniopomorskie,Chociwel,3206.0,53.466394900000004,15.331443599999998
820,chojna,Zachodniopomorskie,Chojna,7344.0,52.96297929999999,14.4314113
821,choszczno,Zachodniopomorskie,Choszczno,15716.0,53.1704801,15.416734900000002
822,czaplinek,Zachodniopomorskie,Czaplinek,7188.0,53.560673,16.231942800000002
823,czlopa,Zachodniopomorskie,Człopa,2342.0,53.0884595,16.120106900000003
824,darlowo,Zachodniopomorskie,Darłowo,14229.0,54.42249,16.409329999999997
825,dobrzany,Zachodniopomorskie,Dobrzany,2387.0,53.3582754,15.4299315
826,drawno,Zachodniopomorskie,Drawno,2335.0,53.2189468,15.7580084
827,drawsko-pomorskie,Zachodniopomorskie,Drawsko Pomorskie,11878.0,53.531078599999994,15.813417900000001
828,dziwnow,Zachodniopomorskie,Dziwnów,2736.0,54.02509499999999,14.752646900000002
829,debno,Zachodniopomorskie,Dębno,14043.0,52.739668099999996,14.7014522
830,golczewo_133565,Zachodniopomorskie,Golczewo,2763.0,53.824108100000004,14.9773396
831,goleniow,Zachodniopomorskie,Goleniów,22776.0,53.5656704,14.8300626
832,goscino,Zachodniopomorskie,Gościno,2332.0,54.0515795,15.6534004
833,gryfice,Zachodniopomorskie,Gryfice,16898.0,53.9148529,15.1987062
834,gryfino,Zachodniopomorskie,Gryfino,21578.0,53.2535889,14.492424300000001
835,kalisz-pomorski,Zachodniopomorskie,Kalisz Pomorski,4361.0,53.29816160000001,15.905990300000003
836,kamien-pomorski,Zachodniopomorskie,Kamień Pomorski,9070.0,53.964836399999996,14.7734718
837,karlino,Zachodniopomorskie,Karlino,5974.0,54.0410287,15.8793019
838,koszalin,Zachodniopomorskie,Koszalin,109170.0,54.19092,16.17707
839,kolobrzeg,Zachodniopomorskie,Kołobrzeg,44980.0,54.17596139999999,15.5764209
840,lipiany,Zachodniopomorskie,Lipiany,4085.0,53.00355989999999,14.969764499999998
841,mielno,Zachodniopomorskie,Mielno,2200.0,54.25900649999999,16.0539997
842,mieszkowice,Zachodniopomorskie,Mieszkowice,3612.0,52.785412,14.4954296
843,miroslawiec,Zachodniopomorskie,Mirosławiec,3051.0,53.34171,16.09094
844,miedzyzdroje,Zachodniopomorskie,Międzyzdroje,5485.0,53.9282745,14.448903
845,moryn,Zachodniopomorskie,Moryń,1600.0,52.8558027,14.3968046
846,mysliborz_139149,Zachodniopomorskie,Myślibórz,11614.0,52.924825,14.8664799
847,nowogard,Zachodniopomorskie,Nowogard,16937.0,53.6687698,15.1225889
848,pelczyce,Zachodniopomorskie,Pełczyce,2653.0,53.04218,15.30591
849,polanow,Zachodniopomorskie,Polanów,3028.0,54.119209999999995,16.68725
850,police,Zachodniopomorskie,Police,34120.0,53.548643500000004,14.5657399
851,polczyn-zdroj,Zachodniopomorskie,Połczyn-Zdrój,8444.0,53.7648981,16.095270499999998
852,przeclaw,Zachodniopomorskie,Przecław,1739.0,50.193918599999996,21.4798564
853,pyrzyce,Zachodniopomorskie,Pyrzyce,12816.0,53.1457,14.89267
854,ploty,Zachodniopomorskie,Płoty,4092.0,53.8030947,15.266398800000001
855,recz,Zachodniopomorskie,Recz,2977.0,53.260153599999995,15.546764800000002
856,resko,Zachodniopomorskie,Resko,4356.0,53.7733969,15.405605800000002
857,sianow,Zachodniopomorskie,Sianów,6681.0,54.228188,16.2942839
858,stargard,Zachodniopomorskie,Stargard,69328.0,53.3379935,15.035049300000003
859,stepnica,Zachodniopomorskie,Stepnica,2067.0,53.651453000000004,14.6299527
860,szczecin,Zachodniopomorskie,Szczecin,402465.0,53.4301818,14.550962300000002
861,szczecinek,Zachodniopomorskie,Szczecinek,40620.0,53.708020999999995,16.6943922
862,slawno,Zachodniopomorskie,Sławno,12898.0,54.3629824,16.6789071
863,trzcinsko-zdroj,Zachodniopomorskie,Trzcińsko-Zdrój,2460.0,52.966038100000006,14.607598199999998
864,trzebiatow,Zachodniopomorskie,Trzebiatów,10202.0,54.06270260000001,15.265715700000001
865,tuczno,Zachodniopomorskie,Tuczno,1974.0,53.194418999999996,16.1548235
866,tychowo,Zachodniopomorskie,Tychowo,2512.0,53.92866,16.25668
867,walcz,Zachodniopomorskie,Wałcz,26231.0,53.26974499999999,16.4670655
868,wolin,Zachodniopomorskie,Wolin,4999.0,53.843788,14.6157008
869,wegorzyno,Zachodniopomorskie,Węgorzyno,2909.0,53.5411822,15.560239800000002
870,zlocieniec,Zachodniopomorskie,Złocieniec,13224.0,53.5310697,16.0120665
871,lobez,Zachodniopomorskie,Łobez,10438.0,53.6391189,15.621348699999999
872,swidwin,Zachodniopomorskie,Świdwin,15725.0,53.7747044,15.777351399999999
873,swinoujscie,Zachodniopomorskie,Świnoujście,41371.0,53.909747700000004,14.2510703
